id	filmid	szemelyid	megnevezes
2073	339	586	színész
2074	438	195	színész
2075	457	1006	színész
2076	368	1225	operatőr
2077	415	1353	színész
2082	58	577	színész
2083	93	1472	színész
2085	334	1361	forgatókönyvíró
2086	302	1733	színész
2087	170	1395	forgatókönyvíró
2088	74	61	színész
2089	166	1397	színész
2090	344	461	színész
2092	197	943	színész
2093	26	1390	színész
2094	168	822	színész
2095	309	585	színész
2096	426	204	színész
2098	200	603	színész
2099	21	898	színész
2100	363	449	rendező
2101	20	1643	forgatókönyvíró
2102	337	152	rendező
2103	184	1339	színész
2104	368	883	színész
2105	10	1579	operatőr
2106	153	248	színész
2110	308	416	színész
2111	159	1415	színész
2114	10	715	színész
2115	81	1111	színész
2116	378	1530	színész
2117	365	1285	színész
2119	379	1665	színész
2120	119	126	színész
2122	413	289	rendező
2123	158	1017	operatőr
2125	176	788	színész
2126	421	1703	színész
2127	136	1225	operatőr
2128	176	564	színész
2129	605	1113	színész
2130	95	984	színész
2131	427	102	forgatókönyvíró
2132	382	299	színész
2136	312	1091	színész
2137	84	1424	színész
2138	169	824	színész
2139	415	1397	színész
2140	344	1616	színész
2142	150	1749	színész
2143	453	883	színész
2144	438	1733	színész
2145	463	327	színész
2147	61	602	színész
2149	115	220	színész
2151	301	1713	színész
2152	106	1634	színész
2153	34	540	forgatókönyvíró
2155	58	311	színész
2156	17	405	forgatókönyvíró
2157	436	1430	színész
2158	170	672	színész
2161	413	1552	színész
2162	131	1556	színész
2164	5	1778	színész
2165	133	372	színész
2168	352	1029	színész
2169	412	1300	színész
2170	132	1225	operatőr
2171	413	305	színész
2172	86	305	színész
2175	97	846	színész
2176	145	22	színész
2177	18	188	színész
2178	189	22	színész
2179	199	1221	színész
2181	63	1213	rendező
2184	438	1196	színész
2186	374	602	színész
2187	464	1177	színész
2188	395	1057	színész
2189	457	725	színész
2190	304	1100	színész
2192	341	1111	színész
2193	382	1733	színész
2195	436	1429	színész
2196	604	577	színész
2197	24	1716	színész
2200	195	1225	operatőr
2202	461	788	színész
2205	133	805	forgatókönyvíró
2206	58	745	színész
2208	420	1463	színész
2209	445	1530	színész
2211	38	122	színész
2212	437	834	színész
2213	70	943	színész
2214	328	709	rendező
2216	146	1579	operatőr
2219	36	46	színész
2220	153	1077	színész
2221	341	195	színész
2222	463	1404	forgatókönyvíró
2223	437	1544	színész
2224	56	1285	színész
2225	373	1070	operatőr
2229	604	132	színész
2230	204	883	színész
2232	173	437	rendező
2233	341	1547	színész
2234	348	1298	forgatókönyvíró
2235	169	1077	színész
2236	131	901	színész
2238	347	204	színész
2239	327	461	színész
2240	414	1569	színész
2242	23	1694	színész
2243	125	993	színész
2244	383	1232	forgatókönyvíró
2245	312	667	színész
2246	8	1367	színész
2248	172	501	rendező
2252	140	788	színész
2253	317	901	színész
2254	96	602	színész
2255	453	204	színész
2256	428	797	színész
2259	168	1397	színész
2260	9	1225	operatőr
2261	41	1626	színész
2264	345	1126	színész
2265	28	267	színész
2266	311	740	rendező
2267	373	1331	színész
2268	84	1674	színész
2269	52	564	színész
2270	466	1225	operatőr
2271	334	1100	színész
2273	456	696	forgatókönyvíró
2275	9	1590	forgatókönyvíró
2277	385	207	színész
2278	77	102	forgatókönyvíró
2279	116	121	színész
2280	416	131	forgatókönyvíró
2281	61	1472	színész
2282	394	1579	operatőr
2283	445	788	színész
2284	13	1390	színész
2285	395	902	színész
2287	196	881	színész
2289	310	1187	forgatókönyvíró
2290	386	765	színész
2294	370	1557	forgatókönyvíró
2295	170	1634	színész
2296	149	1783	színész
2299	61	248	színész
2301	8	1060	színész
2302	354	744	színész
2303	438	416	színész
2304	437	234	forgatókönyvíró
2305	83	1017	operatőr
2307	143	1210	színész
2308	74	1674	színész
2310	367	592	színész
2311	182	715	színész
2312	348	1783	színész
2315	380	1772	színész
2318	143	788	színész
2320	5	38	színész
2321	90	1264	színész
2322	158	1537	színész
2323	303	1274	színész
2324	164	221	színész
2326	106	1192	színész
2327	161	38	színész
2328	43	311	színész
2330	53	1074	színész
2331	404	109	színész
2332	113	1604	színész
2334	115	320	forgatókönyvíró
2335	25	435	színész
2337	99	753	színész
2338	124	17	rendező
2339	204	1415	színész
2341	408	754	színész
2342	16	38	színész
2343	332	694	színész
2346	106	1077	színész
2347	401	1096	színész
2349	473	1430	színész
2350	151	862	színész
2351	179	311	színész
2352	205	1767	színész
2353	381	221	színész
2354	116	715	színész
2355	141	25	színész
2357	385	1349	színész
2358	301	359	forgatókönyvíró
2359	126	1225	operatőr
2361	341	318	forgatókönyvíró
2366	119	1138	színész
2367	435	871	színész
2370	174	501	rendező
2371	56	1626	színész
2373	308	177	színész
2374	361	1510	operatőr
2377	406	741	színész
2378	152	1206	színész
2379	334	62	színész
2380	33	121	színész
2382	435	1674	színész
2383	11	1370	rendező
2385	82	955	színész
2386	442	1430	színész
2389	391	1052	színész
2390	32	1285	színész
2392	59	493	színész
2393	12	1510	operatőr
2395	103	25	színész
2396	433	602	színész
2397	368	1472	színész
2399	41	943	színész
2400	382	1634	színész
2402	169	352	színész
2404	201	559	színész
2405	147	822	színész
2408	418	623	színész
2409	403	968	színész
2411	460	121	színész
2412	35	1210	színész
2413	387	1077	színész
2414	174	1192	színész
2415	143	1418	színész
2416	10	1674	színész
2417	60	437	forgatókönyvíró
2418	80	1117	színész
2422	343	1622	színész
2423	467	385	színész
2424	40	372	színész
2425	359	585	színész
2427	76	614	forgatókönyvíró
2429	188	616	színész
2431	55	1348	színész
2433	194	1424	színész
2434	18	171	színész
2435	117	299	színész
2437	190	715	színész
2439	177	1733	színész
2441	72	1077	színész
2442	100	715	színész
2443	398	452	színész
2444	130	1111	színész
2447	60	416	színész
2448	2	1107	forgatókönyvíró
2449	121	388	színész
2450	173	1575	színész
2451	128	1415	színész
2452	70	46	színész
2454	186	862	színész
2455	400	1395	forgatókönyvíró
2458	415	764	színész
2459	143	955	színész
2460	164	1395	forgatókönyvíró
2461	388	1012	színész
2462	175	526	színész
2463	76	461	színész
2465	416	445	rendező
2466	115	320	rendező
2468	62	862	színész
2469	143	1225	operatőr
2470	73	1166	forgatókönyvíró
2471	172	842	forgatókönyvíró
2476	437	243	színész
2479	387	11	rendező
2480	206	357	forgatókönyvíró
2481	40	1716	színész
2482	445	1430	színész
2484	48	883	színész
2485	105	808	forgatókönyvíró
2486	166	1347	színész
2487	318	518	színész
2490	361	1733	színész
2491	14	1397	színész
2492	95	1197	színész
2493	36	694	színész
2494	358	121	színész
2495	424	765	színész
2496	340	822	színész
2499	7	993	színész
2500	15	461	színész
2502	396	757	színész
2504	151	416	színész
2505	460	667	színész
2506	305	709	rendező
2507	112	195	színész
2509	142	159	rendező
2512	205	1285	színész
2513	395	416	színész
2515	420	24	színész
2517	165	1006	színész
2518	79	706	színész
2519	473	11	rendező
2520	157	46	színész
2521	13	1510	operatőr
2523	356	757	színész
2525	171	337	színész
2526	8	58	színész
2527	206	1674	színész
2530	115	195	színész
2531	8	587	színész
2532	11	602	színész
2533	29	365	forgatókönyvíró
2535	353	1006	színész
2536	79	1631	színész
2539	80	1397	színész
2540	105	1733	színész
2541	368	873	színész
2543	431	1070	operatőr
2544	146	416	színész
2545	170	1424	színész
2546	143	461	színész
2547	51	1077	színész
2549	342	709	rendező
2552	117	526	színész
2558	157	1733	színész
2561	55	1544	színész
2562	354	1064	forgatókönyvíró
2563	372	28	forgatókönyvíró
2564	17	564	színész
2565	473	1579	operatőr
2569	149	1367	színész
2571	86	1430	színész
2572	131	320	rendező
2573	463	846	színész
2574	104	847	színész
2575	19	1069	színész
2576	32	413	operatőr
2578	343	1698	színész
2579	106	416	színész
2581	44	902	színész
2582	12	691	színész
2583	96	1674	színész
2585	363	379	színész
2586	16	294	színész
2587	340	590	színész
2589	165	121	színész
2594	57	1625	forgatókönyvíró
2595	165	1111	színész
2599	22	1579	operatőr
2600	443	298	rendező
2601	39	46	színész
2602	30	1537	színész
2604	304	327	színész
2605	180	1579	operatőr
2606	48	1397	színész
2607	356	1511	forgatókönyvíró
2609	173	1424	színész
2610	384	847	színész
2614	70	858	színész
2615	411	1177	színész
2619	108	620	színész
2620	52	1333	színész
2621	454	437	színész
2622	433	243	színész
2623	66	1674	színész
2624	186	745	színész
2625	79	823	színész
2627	462	1361	forgatókönyvíró
2630	58	1091	színész
2632	35	760	színész
2634	439	1783	színész
2635	172	1219	színész
2637	52	1579	operatőr
2638	403	843	színész
2639	405	843	színész
2640	438	1132	színész
2641	435	764	színész
2643	132	1749	színész
2644	404	501	rendező
2645	346	1299	színész
2649	129	313	színész
2650	16	132	színész
2651	45	1634	színész
2652	423	1060	színész
2653	457	1157	forgatókönyvíró
2654	171	883	színész
2655	373	968	színész
2656	318	862	színész
2661	192	822	színész
2663	3	1748	színész
2667	65	1415	színész
2668	30	524	színész
2669	462	1733	színész
2673	100	1279	színész
2674	344	1510	operatőr
2676	337	1311	színész
2677	55	715	színész
2678	303	1157	forgatókönyvíró
2679	175	1733	színész
2681	17	221	színész
2682	36	1713	színész
2683	413	233	színész
2686	9	1415	színész
2687	128	22	színész
2688	179	25	színész
2689	32	1424	színész
2690	139	1077	színész
2691	205	294	színész
2692	305	585	színész
2693	138	1674	színész
2694	320	1574	színész
2696	305	1739	színész
2697	23	461	színész
2698	128	1500	színész
2699	338	1665	színész
2700	113	248	színész
2701	72	1060	színész
2702	335	1077	színész
2703	79	1074	színész
2705	59	61	színész
2706	16	846	színész
2707	453	126	színész
2708	325	824	színész
2711	168	1576	színész
2712	452	352	színész
2715	392	435	színész
2716	46	693	színész
2718	445	1547	színész
2720	112	1347	színész
2721	381	1285	színész
2725	116	416	színész
2726	108	1415	színész
2728	443	1537	színész
2729	457	1091	színész
2730	55	61	színész
2733	341	305	színész
2734	312	1430	színész
2737	308	221	színész
2739	136	1716	színész
2740	70	1733	színész
2741	112	1472	színész
2742	22	898	színész
2744	366	416	színész
2745	422	61	színész
2746	56	674	színész
2747	151	887	operatőr
2748	100	1552	színész
2749	452	452	színész
2753	107	1077	színész
2754	95	243	színész
2755	204	1353	színész
2756	310	38	színész
2762	72	1353	színész
2764	62	1472	színész
2766	319	342	színész
2770	33	1644	színész
2771	124	524	színész
2774	203	1610	színész
2776	192	112	színész
2777	172	1166	forgatókönyvíró
2778	100	188	színész
2780	362	1012	színész
2781	452	1579	operatőr
2782	20	1196	színész
2783	63	1537	színész
2785	83	1674	színész
2786	98	1157	forgatókönyvíró
2791	7	694	színész
2792	467	955	színész
2793	411	1100	színész
2794	438	1547	színész
2796	183	1415	színész
2799	58	1492	színész
2801	8	1478	színész
2805	304	347	színész
2806	188	1556	színész
2808	130	1077	színész
2809	452	876	forgatókönyvíró
2810	135	754	színész
2812	189	1733	színész
2813	22	744	színész
2815	79	461	színész
2816	183	873	színész
2817	157	602	színész
2819	151	17	rendező
2822	398	602	színész
2823	366	1547	színész
2824	50	1017	operatőr
2825	372	153	színész
2827	128	847	színész
2830	58	754	színész
2832	41	846	színész
2833	155	1367	színész
2834	437	1665	színész
2836	112	1778	színész
2838	424	61	színész
2839	54	311	színész
2841	206	602	színész
2843	43	1367	színész
2844	166	329	forgatókönyvíró
2845	316	1117	színész
2848	48	1472	színész
2851	457	1279	színész
2852	62	1285	színész
2853	103	592	színész
2854	339	1430	színész
2855	358	1020	színész
2858	76	1330	színész
2859	318	715	színész
2863	165	599	forgatókönyvíró
2865	111	526	színész
2866	172	1579	operatőr
2867	424	1107	forgatókönyvíró
2871	3	667	színész
2872	433	1530	színész
2873	179	1674	színész
2874	475	1461	színész
2876	27	694	színész
2877	197	1347	színész
2878	154	1396	színész
2879	447	177	színész
2880	112	474	színész
2881	181	1012	színész
2882	462	744	színész
2884	49	943	színész
2888	205	1096	színész
2893	145	1492	színész
2896	323	1547	színész
2897	91	413	operatőr
2900	61	1060	színész
2901	338	843	színész
2902	335	1107	forgatókönyvíró
2905	379	620	színész
2906	385	388	színész
2907	23	667	színész
2908	138	112	színész
2909	106	587	színész
2910	304	866	rendező
2911	389	623	színész
2912	122	744	színész
2913	443	474	színész
2915	55	943	színész
2916	398	7	operatőr
2917	48	1285	színész
2918	89	352	színész
2919	470	641	színész
2920	9	1091	színész
2922	13	159	forgatókönyvíró
2923	423	195	színész
2924	94	365	forgatókönyvíró
2925	77	1698	színész
2926	317	883	színész
2927	38	1360	színész
2929	155	1552	színész
2931	4	883	színész
2932	302	61	színész
2933	168	614	forgatókönyvíró
2936	415	781	színész
2939	19	1225	operatőr
2940	81	1490	színész
2941	125	262	színész
2943	77	943	színész
2944	435	195	színész
2945	339	1285	színész
2947	62	1396	színész
2952	14	744	színész
2953	440	221	színész
2954	129	151	színész
2955	439	667	színész
2958	408	586	színész
2961	25	1274	színész
2962	77	56	színész
2963	92	413	operatőr
2964	328	447	színész
2965	403	1274	színész
2966	100	824	színész
2967	50	1349	színész
2968	33	327	színész
2969	358	59	forgatókönyvíró
2971	145	754	színész
2972	404	221	színész
2974	61	243	színész
2975	106	707	színész
2976	109	518	színész
2979	69	594	színész
2981	113	461	színész
2982	390	1556	színész
2984	31	1528	operatőr
2985	99	968	színész
2986	89	715	színész
2988	39	151	színész
2990	366	159	rendező
2991	148	1077	színész
2992	158	1213	rendező
2993	10	388	színész
2995	152	416	színész
2997	413	666	forgatókönyvíró
2998	84	1100	színész
3000	206	89	rendező
3001	433	847	színész
3003	139	873	színész
3005	179	1342	színész
3006	457	314	színész
3007	97	1049	színész
3008	327	1347	színész
3009	120	1404	forgatókönyvíró
3010	78	1060	színész
3011	446	1674	színész
3012	156	416	színész
3013	168	316	színész
3015	445	1665	színész
3016	406	1418	színész
3017	408	1166	forgatókönyvíró
3018	119	771	operatőr
3019	65	667	színész
3020	125	1109	színész
3021	439	17	rendező
3022	44	744	színész
3023	331	320	rendező
3025	169	1495	színész
3026	77	1739	színész
3028	41	1472	színész
3029	359	132	színész
3030	302	694	színész
3033	33	1749	színész
3034	154	590	színész
3035	189	524	színész
3036	35	1060	színész
3037	45	1390	színész
3038	332	299	színész
3039	35	943	színész
3040	189	808	forgatókönyvíró
3046	153	603	színész
3048	25	1017	operatőr
3050	102	413	operatőr
3052	84	121	színész
3054	433	943	színész
3055	421	1733	színész
3059	451	101	színész
3060	13	46	színész
3061	181	943	színész
3062	303	1285	színész
3065	195	461	színész
3067	418	968	színész
3068	349	558	színész
3069	75	820	színész
3070	9	320	forgatókönyvíró
3071	43	1579	operatőr
3075	50	667	színész
3076	87	582	színész
3078	64	640	színész
3079	21	278	színész
3081	14	1537	színész
3082	149	251	rendező
3086	8	883	színész
3087	395	501	rendező
3088	66	1665	színész
3089	100	352	színész
3094	139	221	színész
3097	149	603	színész
3100	3	243	színész
3102	76	614	rendező
3103	172	616	színész
3106	379	1415	színész
3109	53	609	operatőr
3111	26	725	színész
3114	464	1721	színész
3116	418	846	színész
3117	457	691	színész
3119	177	1579	operatőr
3121	35	1404	forgatókönyvíró
3125	400	109	színész
3126	28	862	színész
3127	67	754	színész
3128	410	461	színész
3129	455	89	rendező
3130	143	1547	színész
3132	139	243	színész
3135	364	1610	színész
3136	427	764	színész
3137	357	901	színész
3139	90	1311	színész
3140	201	337	színész
3142	16	1733	színész
3143	59	1060	színész
3144	334	61	színész
3145	105	602	színész
3147	54	408	színész
3150	195	1020	színész
3151	63	327	színész
3152	469	1101	színész
3153	606	111	rendező
3154	400	693	színész
3155	115	413	operatőr
3156	192	850	színész
3159	162	1249	színész
3161	343	453	rendező
3162	176	1703	színész
3163	424	416	színész
3166	356	558	színész
3170	404	643	színész
3173	404	883	színész
3174	43	1430	színész
3175	199	846	színész
3176	117	764	színész
3183	86	188	színész
3184	171	305	színész
3185	44	1430	színész
3186	357	3	rendező
3188	455	1491	forgatókönyvíró
3190	446	40	színész
3191	446	1769	színész
3192	102	862	színész
3193	41	132	színész
3194	184	260	színész
3195	67	1367	színész
3196	24	388	színész
3197	387	1767	színész
3199	8	1347	színész
3200	61	1552	színész
3201	164	609	operatőr
3202	453	474	színész
3203	384	1077	színész
3205	193	33	színész
3207	331	1703	színész
3209	14	461	színész
3212	395	1556	színész
3213	122	1229	forgatókönyvíró
3214	99	757	színész
3215	73	151	forgatókönyvíró
3217	418	345	színész
3220	437	883	színész
3221	392	254	rendező
3222	340	883	színész
3223	371	611	forgatókönyvíró
3224	43	651	forgatókönyvíró
3225	173	413	operatőr
3226	404	1100	színész
3228	450	1111	színész
3229	119	960	forgatókönyvíró
3230	121	243	színész
3232	145	1481	színész
3233	81	195	színész
3234	430	883	színész
3237	453	344	színész
3239	321	1347	színész
3240	76	1060	színész
3241	398	340	színész
3242	84	1395	forgatókönyvíró
3244	123	859	színész
3245	353	25	színész
3246	72	1492	színész
3247	400	1424	színész
3251	389	1017	operatőr
3254	78	1117	színész
3255	443	388	színész
3257	455	413	operatőr
3258	191	195	színész
3259	174	715	színész
3260	17	1733	színész
3262	46	372	színész
3264	32	518	színész
3265	48	435	színész
3267	422	715	színész
3269	315	1552	színész
3271	368	233	színész
3274	18	388	színész
3278	374	1674	színész
3279	3	152	rendező
3280	361	1543	színész
3282	421	1397	színész
3285	100	461	színész
3286	339	859	színész
3290	49	1452	színész
3292	45	1716	színész
3293	6	221	színész
3294	26	1077	színész
3296	316	1397	színész
3297	341	1674	színész
3298	20	1430	színész
3299	99	955	színész
3300	120	1396	színész
3301	26	435	színész
3302	30	221	színész
3303	5	1547	színész
3304	57	1339	színész
3305	182	1060	színész
3306	99	204	színész
3308	93	754	színész
3309	445	294	színész
3310	21	1217	forgatókönyvíró
3311	305	858	színész
3312	441	540	forgatókönyvíró
3313	454	1225	operatőr
3316	111	667	színész
3317	386	694	színész
3321	368	17	rendező
3322	360	823	színész
3323	197	787	színész
3325	75	153	színész
3327	122	1547	színész
3328	156	1395	forgatókönyvíró
3329	357	248	színész
3330	338	862	színész
3331	144	11	rendező
3334	424	1616	színész
3335	30	847	színész
3336	134	248	színész
3338	53	151	színész
3339	345	1109	színész
3340	24	1096	színész
3341	179	1390	színész
3345	350	1348	színész
3346	90	564	színész
3347	379	1049	színész
3349	394	602	színész
3350	368	461	színész
3351	441	1556	színész
3353	55	1077	színész
3354	5	413	operatőr
3356	83	1478	színész
3359	321	373	színész
3360	160	744	színész
3361	4	1349	színész
3362	30	352	színész
3363	315	1674	színész
3365	191	596	forgatókönyvíró
3366	12	314	színész
3369	72	802	színész
3370	131	1060	színész
3371	439	1091	színész
3374	411	1006	színész
3375	359	1748	színész
3376	74	195	színész
3379	170	121	színész
3380	44	860	színész
3381	162	159	rendező
3382	373	955	színész
3384	407	1716	színész
3385	402	693	színész
3386	426	1579	operatőr
3387	311	1225	operatőr
3389	172	109	színész
3390	329	1068	színész
3391	357	3	forgatókönyvíró
3392	161	822	színész
3393	435	693	színész
3396	185	541	színész
3397	312	625	színész
3398	355	1024	rendező
3400	125	278	színész
3401	26	1196	színész
3402	56	1017	operatőr
3404	323	1535	forgatókönyvíró
3406	373	899	színész
3408	145	1537	színész
3409	310	1713	színész
3411	140	887	operatőr
3412	388	221	színész
3413	189	725	színész
3415	425	603	színész
3417	66	262	színész
3419	374	1579	operatőr
3420	134	955	színész
3421	433	375	rendező
3422	33	188	színész
3423	324	943	színész
3427	17	38	forgatókönyvíró
3428	443	715	színész
3429	120	1057	színész
3432	188	1192	színész
3433	84	1721	színész
3434	324	796	forgatókönyvíró
3439	455	715	színész
3440	169	1333	színész
3441	158	112	színész
3442	314	1552	színész
3443	365	254	rendező
3444	81	1121	színész
3445	172	132	színész
3449	192	592	színész
3450	199	667	színész
3452	198	1528	operatőr
3453	472	1077	színész
3454	149	195	színész
3455	30	13	színész
3456	173	188	színész
3459	165	1196	színész
3460	48	38	színész
3461	349	204	színész
3462	29	1077	színész
3464	469	614	forgatókönyvíró
3465	407	1017	operatőr
3468	97	1778	színész
3469	312	1749	színész
3470	35	1074	színész
3471	108	352	színész
3472	142	156	forgatókönyvíró
3474	53	694	színész
3476	446	694	színész
3478	32	1547	színész
3481	452	760	színész
3482	142	1006	színész
3483	148	205	operatőr
3484	206	962	forgatókönyvíró
3485	142	890	színész
3486	28	1077	színész
3488	97	715	színész
3490	90	195	színész
3491	51	1552	színész
3492	55	1100	színész
3493	320	859	színész
3494	197	1579	operatőr
3496	305	1113	színész
3499	368	694	színész
3500	114	883	színész
3501	51	11	rendező
3502	55	278	színész
3503	454	237	forgatókönyvíró
3505	160	352	színész
3506	321	461	színész
3507	91	883	színész
3508	132	46	színész
3512	395	501	forgatókönyvíró
3513	434	1579	operatőr
3514	394	1397	színész
3517	79	840	színész
3519	124	1610	színész
3520	16	344	színész
3521	440	1528	operatőr
3522	16	1472	színész
3523	190	388	színész
3524	179	1418	színész
3526	159	1698	színész
3527	32	1530	színész
3529	384	760	színész
3530	70	614	forgatókönyvíró
3532	129	1415	színész
3533	113	152	rendező
3536	431	1616	színész
3537	126	524	színész
3539	313	1478	színész
3540	48	592	színész
3542	115	943	színész
3545	23	1057	színész
3546	352	1579	operatőr
3547	7	707	színész
3548	74	102	rendező
3551	200	1733	színész
3552	374	873	színész
3554	412	1353	színész
3555	85	46	színész
3557	372	1530	színész
3558	191	585	színész
3561	49	745	színész
3562	143	195	színész
3564	368	582	színész
3565	343	1733	színész
3566	33	1116	színész
3567	25	112	színész
3568	345	540	rendező
3569	197	1748	színész
3570	204	195	színész
3571	354	1547	színész
3572	166	1116	színész
3573	410	921	színész
3574	301	687	színész
3575	86	1075	forgatókönyvíró
3576	387	352	színész
3577	116	1396	színész
3578	5	1353	színész
3579	424	313	színész
3582	70	413	operatőr
3584	475	766	színész
3585	350	1223	színész
3586	197	153	színész
3587	173	1162	színész
3590	184	422	operatőr
3591	27	461	színész
3594	396	1017	operatőr
3596	66	1091	színész
3598	99	1331	színész
3601	128	1060	színész
3604	140	1192	színész
3607	172	304	színész
3608	171	1674	színész
3609	367	375	rendező
3610	403	40	színész
3611	168	1537	színész
3612	13	1101	színész
3614	359	715	színész
3615	192	305	színész
3616	472	1006	színész
3617	181	112	színész
3618	303	320	rendező
3619	471	1427	színész
3621	48	195	színész
3625	308	1107	forgatókönyvíró
3629	183	46	színész
3630	442	1424	színész
3632	27	555	színész
3633	95	1096	színész
3634	325	1285	színész
3636	309	1055	rendező
3637	159	1610	színész
3638	81	883	színész
3639	450	453	rendező
3641	415	305	színész
3642	204	1634	színész
3643	356	778	színész
3644	62	305	színész
3645	404	614	forgatókönyvíró
3646	131	1547	színész
3647	62	1510	operatőr
3649	309	408	színész
3650	177	862	színész
3651	152	177	színész
3652	8	1622	színész
3655	160	1537	színész
3656	120	822	színész
3657	442	939	forgatókönyvíró
3658	179	693	színész
3659	415	1778	színész
3663	306	696	forgatókönyvíró
3664	80	745	színész
3668	204	1161	színész
3669	122	723	színész
3670	121	1349	színész
3671	318	1367	színész
3673	449	422	operatőr
3674	3	1333	színész
3675	36	1367	színész
3676	15	1643	forgatókönyvíró
3677	330	616	színész
3678	190	687	színész
3680	424	1395	forgatókönyvíró
3682	110	388	színész
3685	315	262	színész
3686	416	1176	színész
3687	140	1077	színész
3688	446	1449	színész
3691	62	1333	színész
3693	9	122	színész
3694	43	1713	színész
3695	119	342	színész
3696	158	1006	színész
3697	164	493	színész
3698	462	1196	színész
3699	47	745	színész
3701	106	38	színész
3704	378	744	színész
3706	459	1415	színész
3707	181	1077	színész
3708	136	375	forgatókönyvíró
3712	97	385	színész
3713	401	1590	forgatókönyvíró
3714	4	1017	operatőr
3715	122	305	színész
3717	409	890	színész
3719	192	375	rendező
3720	41	24	színész
3721	140	17	rendező
3722	179	1579	operatőr
3723	86	159	rendező
3725	189	320	rendező
3726	373	1367	színész
3728	464	1528	operatőr
3730	374	137	színész
3731	463	1210	színész
3732	449	24	színész
3733	347	1674	színész
3735	440	1396	színész
3736	10	1390	színész
3737	189	1077	színész
3738	314	437	rendező
3739	341	585	színész
3740	607	518	színész
3742	24	754	színész
3744	8	687	színész
3745	8	455	színész
3746	312	1395	forgatókönyvíró
3747	115	1424	színész
3748	65	1077	színész
3751	449	1244	operatőr
3752	474	132	színész
3753	142	1333	színész
3755	28	360	színész
3758	386	883	színész
3759	40	3	rendező
3760	7	1733	színész
3761	22	501	forgatókönyvíró
3763	440	132	színész
3767	366	599	forgatókönyvíró
3770	155	764	színész
3771	205	744	színész
3774	315	152	rendező
3775	66	151	színész
3776	87	1077	színész
3777	462	437	rendező
3778	331	745	színész
3780	150	453	rendező
3781	171	1113	színész
3782	433	1733	színész
3787	445	1510	operatőr
3788	451	1331	színész
3789	410	1367	színész
3790	327	823	forgatókönyvíró
3791	107	17	rendező
3792	460	106	színész
3794	78	564	színész
3795	104	738	színész
3796	120	1077	színész
3797	91	1096	színész
3799	139	901	színész
3800	368	871	színész
3801	163	993	színész
3803	346	248	színész
3804	420	11	rendező
3805	380	1055	rendező
3806	81	709	rendező
3807	117	474	színész
3808	309	1626	színész
3811	155	213	színész
3813	172	1528	operatőr
3814	357	1077	színész
3816	463	461	színész
3818	424	901	színész
3819	402	643	színész
3820	438	61	színész
3822	312	1069	színész
3824	56	862	színész
3826	471	1697	operatőr
3830	302	1703	színész
3832	123	741	színész
3833	121	1077	színész
3835	460	1547	színész
3836	99	408	színész
3837	470	1397	színész
3838	109	1760	színész
3840	108	195	színész
3841	74	1060	színész
3847	446	544	forgatókönyvíró
3850	303	1049	színész
3852	400	1225	operatőr
3854	13	1091	színész
3855	433	1117	színész
3858	184	327	színész
3859	321	883	színész
3861	164	590	színész
3863	30	1006	színész
3864	82	943	színész
3865	366	1196	színész
3866	379	278	színész
3868	134	28	forgatókönyvíró
3869	325	968	színész
3871	340	754	színész
3875	36	715	színész
3876	30	112	színész
3877	200	540	forgatókönyvíró
3878	158	694	színész
3879	183	764	színész
3882	320	330	rendező
3883	20	1100	színész
3884	309	693	színész
3885	102	602	színész
3889	435	1204	színész
3890	40	1263	színész
3892	396	802	színész
3894	181	883	színész
3895	327	1144	színész
3896	161	1674	színész
3897	160	102	rendező
3899	176	1511	színész
3900	111	616	színész
3902	151	188	színész
3904	414	603	színész
3905	159	188	színész
3906	378	1674	színész
3909	70	522	színész
3910	403	1187	forgatókönyvíró
3911	106	603	színész
3912	170	221	színész
3913	141	1703	színész
3915	11	890	színész
3916	314	587	színész
3918	445	873	színész
3919	380	706	színész
3920	139	437	rendező
3921	386	1177	színész
3923	146	883	színész
3924	79	1107	forgatókönyvíró
3925	194	1733	színész
3926	460	1353	színész
3928	443	587	színész
3929	135	1196	színész
3934	49	1510	operatőr
3936	28	375	rendező
3937	84	301	forgatókönyvíró
3938	309	278	színész
3941	171	687	színész
3942	18	1070	operatőr
3943	421	898	színész
3946	427	56	színész
3948	312	1012	színész
3951	440	1216	forgatókönyvíró
3952	409	760	színész
3954	442	586	színész
3955	398	1672	forgatókönyvíró
3957	44	1213	rendező
3958	80	602	színész
3959	17	375	rendező
3960	156	1263	színész
3962	420	1511	színész
3963	108	943	színész
3964	116	1716	színész
3965	464	755	színész
3966	84	822	színész
3967	386	251	rendező
3968	115	267	színész
3969	152	1113	színész
3970	119	1756	forgatókönyvíró
3973	354	1225	operatőr
3974	31	416	színész
3975	341	3	rendező
3978	100	294	színész
3981	413	1120	színész
3982	58	846	színész
3983	464	248	színész
3984	379	883	színész
3986	58	1223	színész
3991	341	901	színész
3992	394	693	színész
3993	163	1064	forgatókönyvíró
3994	328	887	operatőr
3995	607	121	színész
3996	40	693	színész
3997	317	594	színész
3998	446	254	rendező
4001	142	1674	színész
4003	316	17	rendező
4004	50	764	színész
4005	176	1748	színész
4006	144	1353	színész
4007	165	1778	színész
4008	474	1126	színész
4012	126	461	színész
4013	363	943	színész
4015	172	416	színész
4017	180	1370	rendező
4020	427	744	színész
4021	339	709	forgatókönyvíró
